Hour,C1,C2,C3,C4,C5
2343,10,122.682165592131,953.5429999999999,46,172.682165592131
2344,12,119.1250165532006,1042.104,46,169.1250165532006
2345,11,117.3961749614405,1076.775,53,167.3961749614405
2346,13,117.6972652118779,1106.535,68,167.6972652118779
2347,15,118.497608447668,1103.882,75,168.497608447668
2348,14,119.1263684527103,1129.292,74,169.1263684527103
2349,15,113.9223581439323,1134.527,70,163.9223581439323
2350,26,111.2848934144454,1106.591,70,161.2848934144454
2351,15,107.5471035388652,1107.192,79,157.5471035388652
2352,13,105.9787424464016,1058.998,76,155.9787424464016
2353,14,104.8878953360844,1096.95,78,154.8878953360844
2354,15,105.3798155653387,1130.059,80,155.3798155653387
2355,16,109.7651566075197,1103.818,82,159.7651566075197
2356,17,111.4131422856547,1085.173,99,161.4131422856547
2357,23,120.223566832833,1052.032,104,170.223566832833
2358,24,128.7427239661723,1059.619,105,178.7427239661723
2359,21,134.0078866458642,1072.467,83,184.0078866458642
2360,20,134.8433200704474,1106.72,77,184.8433200704474
2361,13,133.5278219350002,1157.42,74,183.5278219350002
2362,10,133.8764913161357,1133.612,64,183.8764913161357
2363,7,131.9433663520197,1057.219,51,181.9433663520197
2364,10,129.3275077312385,1000.943,47,179.3275077312385
2365,10,126.325903975878,1043.264,46,176.325903975878
2366,14,123.5493066780298,953.812,49,173.5493066780298
2367,14,118.582606078808,925.0269999999999,59,168.582606078808
2368,14,116.2382639703872,1022.889,63,166.2382639703872
2369,12,113.9010131125135,1082.856,73,163.9010131125135
2370,27,112.9838794109742,1096.443,87,162.9838794109742
2371,19,113.5568030667492,1274.278,82,163.5568030667492
2372,22,113.3088506823397,1225.665,92,163.3088506823397
2373,27,113.1551626625906,1167.797,91,163.1551626625906
2374,24,112.509524451918,1138.313,88,162.509524451918
2375,22,109.4807113932709,1143.098,89,159.4807113932708
2376,20,111.3698256856538,1150.423,90,161.3698256856538
2377,18,109.0612357014518,1161.961,85,159.0612357014518
2378,19,106.3995908175976,1137.063,84,156.3995908175976
2379,19,108.5844029848402,1125.479,86,158.5844029848402
2380,22,107.4614918143197,1136.934,97,157.4614918143197
2381,29,109.7138480946979,1160.692,110,159.7138480946979
2382,30,110.2082053674651,1119.563,112,160.2082053674651
2383,26,112.4694515650481,1115.247,88,162.4694515650481
2384,26,114.411552586168,1021.719,79,164.411552586168
2385,13,114.3040800787285,1035.38,68,164.3040800787285
2386,14,114.5286337284337,983.26,60,164.5286337284337
2387,13,113.1030109945696,943.6969999999999,57,163.1030109945696
2388,14,111.0098405794265,920.271,55,161.0098405794265
2389,10,109.2039474811513,832.808,59,159.2039474811513
2390,7,109.2582469659268,850.034,55,159.2582469659268
2391,7,108.2964073127905,914.959,51,158.2964073127905
2392,12,108.2180084976666,975.609,55,158.2180084976666
2393,10,106.5790559003575,967.5840000000001,62,156.5790559003574
2394,14,105.8522073101829,1004.428,69,155.8522073101829
2395,18,105.9435576608868,1013.811,88,155.9435576608868
2396,27,105.1245414188303,986.101,83,155.1245414188303
2397,29,105.1557351408685,1035.549,81,155.1557351408685
2398,30,103.6425767325311,1054.063,88,153.6425767325311
2399,29,103.2957769353914,1091.632,85,153.2957769353914
2400,26,103.3047308835829,1073.71,88,153.3047308835829
2401,25,103.2008631998763,1077.908,85,153.2008631998763
2402,26,103.1280960912443,1143.79,86,153.1280960912443
2403,27,105.3373760690412,1168.087,88,155.3373760690412
2404,27,104.6089240463115,1149.352,102,154.6089240463115
2405,32,106.3375964996164,1055.421,105,156.3375964996164
2406,34,106.6960697496806,1059.525,109,156.6960697496806
2407,29,107.326287969833,1041.864,101,157.326287969833
2408,27,106.7616466617692,891.749,83,156.7616466617692
2409,14,108.3725417264389,866.903,73,158.3725417264389
2410,13,108.5858673614226,835.7319999999999,58,158.5858673614226
2411,14,108.5093376470417,873.7540000000001,54,158.5093376470417
2412,12,108.1987145116434,884.1439999999999,50,158.1987145116433
2413,13,110.1465551254269,923.402,57,160.1465551254269
2414,6,110.5533550981612,961.2720000000002,47,160.5533550981612
2415,12,110.063915042726,1027.843,48,160.063915042726
2416,11,111.8955820628691,1093.647,51,161.8955820628691
2417,12,111.9128719998247,1226.719,57,161.9128719998247
2418,13,112.4820452519821,1220.577,61,162.4820452519821
2419,15,114.3940138948701,1390.693,84,164.3940138948701
2420,21,115.3233783605438,1326.321,80,165.3233783605438
2421,27,113.8795849616253,1276.354,85,163.8795849616253
2422,27,111.3489821497547,1188.016,79,161.3489821497547
2423,29,110.6985760468434,1104.236,77,160.6985760468434
2424,23,110.997385706839,1047.232,84,160.997385706839
2425,23,110.5125100942434,1080.937,82,160.5125100942434
2426,22,110.8012567410342,1052.79,84,160.8012567410342
2427,23,113.0165421004958,1039.406,85,163.0165421004958
2428,23,117.8624139325376,1011.968,89,167.8624139325375
2429,29,127.6917146402723,985.9019999999998,111,177.6917146402723
2430,30,136.6691126704155,1043.989,108,186.6691126704155
2431,24,141.0588325863882,998.697,90,191.0588325863882
2432,24,142.8095000460326,1024.531,82,192.8095000460326
2433,13,133.104295135553,1065.026,65,183.104295135553
2434,13,139.1006718689479,1012.376,58,189.1006718689479
2435,12,141.2822063745552,1058.131,45,191.2822063745552
2436,12,140.982909112556,1139.816,44,190.982909112556
2437,11,140.5329492345184,1066.17,43,190.5329492345184
2438,11,139.4544457278479,975.9419999999999,35,189.4544457278479
2439,6,135.4458671185173,1056.291,34,185.4458671185173
2440,8,131.9359753639673,1024.385,36,181.9359753639673
2441,9,128.3393883114399,1044.526,44,178.3393883114399
2442,9,127.8277119857402,1071.047,52,177.8277119857402
2443,13,127.1095972221391,1097.862,59,177.1095972221391
2444,11,124.88282736157,1117.065,70,174.88282736157
2445,19,121.6156897626356,1144.846,71,171.6156897626356
2446,21,119.8441025339741,1123.164,76,169.8441025339741
2447,16,117.7081650979963,1143.415,72,167.7081650979963
2448,16,115.428463961941,1088.378,75,165.428463961941
2449,18,116.4079510382393,1153.078,78,166.4079510382393
2450,18,117.5970173327387,1165.827,80,167.5970173327387
2451,18,118.768174885163,1200.485,81,168.768174885163
2452,23,120.6740080305889,1173.724,96,170.6740080305889
2453,28,127.3810820814457,1112.842,100,177.3810820814457
2454,26,133.9276939966098,1118.261,104,183.9276939966098
2455,23,133.9110542762013,1096.633,96,183.9110542762013
2456,17,134.2295013940973,1102.156,72,184.2295013940973
2457,12,132.765441342225,1013.764,62,182.765441342225
2458,13,132.3503679619551,962.551,52,182.3503679619551
2459,10,132.8470667150081,960.143,45,182.8470667150081
2460,5,132.1659228390086,946.3789999999999,31,182.1659228390086
2461,7,130.6439182478383,960.0000000000001,27,180.6439182478383
2462,8,131.8779129110033,989.969,25,181.8779129110033
2463,8,128.0463088206799,1019.296,36,178.0463088206799
2464,8,128.6570681448152,1097.534,37,178.6570681448152
2465,9,127.142168697708,1148.764,43,177.142168697708
2466,10,126.9016353300091,1168.079,59,176.9016353300091
2467,7,126.4874600749362,1132.524,50,176.4874600749362
2468,9,125.9220985994929,1149.156,53,175.9220985994929
2469,10,124.2979345022002,1187.539,61,174.2979345022002
2470,13,121.7643946010552,1218.655,67,171.7643946010552
2471,18,119.5436046305693,1213.262,69,169.5436046305693
2472,16,116.7051778039206,1244.268,71,166.7051778039205
2473,14,114.6644963672034,1225.57,73,164.6644963672034
2474,15,114.785496568289,1234.73,76,164.785496568289
2475,16,116.2358613586312,1318.459,79,166.2358613586312
2476,19,120.6008541989605,1257.625,82,170.6008541989605
2477,20,129.5178925134786,1161.74,80,179.5178925134786
2478,18,137.3204422692921,1139.201,88,187.3204422692921
2479,21,138.6480648532733,1109.562,82,188.6480648532733
2480,12,138.3581254179339,1118.947156,73,188.3581254179339
2481,12,137.0841475112803,1059.768,48,187.0841475112803
2482,11,141.2946456622423,1034.432,48,191.2946456622423
2483,11,140.150840818352,999.0540000000001,43,190.150840818352
2484,10,138.554686653305,941.2950000000001,27,188.554686653305
2485,8,134.8078349433615,909.6769999999999,19,184.8078349433615
2486,7,135.6822021073189,978.8349999999999,22,185.6822021073189
2487,9,131.0879458361865,972.8729999999999,24,181.0879458361865
2488,11,128.7632449308748,988.455,26,178.7632449308748
2489,10,127.3813583811936,960.2049999999999,30,177.3813583811936
2490,9,126.8299453917103,1040.325,33,176.8299453917103
2491,10,126.1783493997668,1021.497,40,176.1783493997668
2492,7,126.05299122557,1011.65,47,176.0529912255699
