thermal_demand,electricity_price,co2_price,gas_price
0.241971248,95.37,78,105.453
0.267376211,147.26,78,105.453
0.250999166,150,78,105.453
0.225141341,87,78,105.453
0.20477773,81.85,78,105.453
0.18743115,86.54,79.66,105.453
0.175142791,88.19,80.21,105.453
0.168607584,91.41,80.21,105.453
0.166768995,130.77,80.21,105.453
0.169038519,166.11,80.21,105.453
0.17614313,186.11,80.21,105.453
0.191318781,202.31,80.21,105.453
0.207769005,229.9,80.21,105.453
0.21792506,267.77,80.21,105.453
0.208694534,259.04,80.21,105.453
0.189140818,221.8,80.21,105.453
0.151801583,189.8,80.21,105.453
0.108903433,159.98,80.21,105.453
0.102665061,119.25,80.21,105.453
0.096630853,110.6,80.21,107.069
0.099739363,92.51,80.21,107.069
0.105508256,83.22,80.21,107.069
0.122732248,79.12,80.21,107.069
0.166828745,76.14,80.21,107.069
0.223040434,76.56,80.21,107.069
0.24645782,88.15,80.21,107.069
0.231362047,82.9,80.21,107.069
0.207527229,69.72,80.21,107.069
0.188756782,25.14,80.21,107.069
0.172767325,5.04,80.21,107.069
0.161440355,-0.01,80.21,107.069
0.155416436,-0.28,80.21,107.069
0.15372169,-2.49,80.21,107.069
0.155813656,-0.1,80.21,107.069
0.162362432,-0.03,80.21,107.069
0.176350804,1.98,80.21,107.069
0.191514031,75.81,80.21,107.069
0.200875519,96.97,80.21,107.069
0.192367151,105,80.21,107.069
0.174343236,90.95,80.21,107.069
0.139925266,89.77,80.21,107.069
0.100383287,69.88,80.21,107.069
0.094632979,70.96,80.21,107.069
0.05381415,26.15,80.21,107.069
0.055303288,24.59,80.21,107.069
0.062621224,25.67,80.21,107.069
0.082082691,40.04,80.21,107.069
0.12390263,36.85,80.21,107.069
0.161182339,25.95,80.21,107.069
0.153271752,45.02,80.21,107.069
0.137569052,35.76,80.21,107.069
0.122580137,22.23,80.21,107.069
0.110016121,12.29,80.21,107.069
0.101112748,13,80.21,107.069
0.092441696,5.31,80.21,107.069
0.086790278,0.1,80.21,107.069
0.082250609,0.09,80.21,107.069
0.083999825,0.42,80.21,107.069
0.090939815,8.52,80.21,107.069
0.105885826,71.03,80.21,107.069
0.120043243,139.9,80.21,107.069
0.129345971,233.51,80.21,107.069
0.123818307,252.18,80.21,107.069
0.107159249,239.54,80.21,107.069
0.077805024,238.28,80.21,107.069
0.058068255,224.3,80.21,107.069
0.054574213,182.38,80.21,107.069
0.038063422,184.98,80.21,107.325
0.038038531,184.6,80.21,107.325
0.043496408,185.68,80.21,107.325
0.056452637,195.55,80.21,107.325
0.076193698,220.56,80.21,107.325
0.096769204,264.91,80.21,107.325
0.091869439,299.93,80.21,107.325
0.082152819,285.03,80.21,107.325
0.076217358,255,80.21,107.325
0.06900021,214.92,80.21,107.325
0.064092062,190.71,80.21,107.325
0.056243011,187.85,80.21,107.325
0.05282644,181.84,80.21,107.325
0.049671722,179.98,80.21,107.325
0.048907279,179.77,80.21,107.325
0.052265349,182.86,80.21,107.325
0.061317764,219.39,80.21,107.325
0.068373098,263.32,80.21,107.325
0.0760516,296.99,80.21,107.325
0.074334865,290.37,80.21,107.325
0.065175444,267.81,80.21,107.325
0.05155637,247.99,80.21,107.325
0.04301072,204.4,80.21,107.325
0.03982191,192.9,80.21,107.325
0.038063422,188.71,80.21,102.816
0.038038531,184.13,80.21,102.816
0.043496408,183,80.21,102.816
0.056452637,185.55,80.21,102.816
0.076193698,191.53,80.21,102.816
0.096769204,229.54,80.21,102.816
0.091869439,268.78,80.21,102.816
0.082152819,260.33,80.21,102.816
0.076217358,219.02,80.21,102.816
0.06900021,182.51,80.21,102.816
0.064092062,172.32,80.21,102.816
0.056243011,136.12,80.21,102.816
0.05282644,110.02,80.21,102.816
0.049671722,100.01,80.21,102.816
0.048907279,118.14,80.21,102.816
0.052265349,139.9,80.21,102.816
0.061317764,179.4,80.21,102.816
0.068373098,215.47,80.21,102.816
0.0760516,235.09,80.21,102.816
0.074334865,233.47,80.21,102.816
0.065175444,189.08,80.21,102.816
0.05155637,177.46,80.21,102.816
0.04301072,137.74,80.21,102.816
0.03982191,161.67,80.21,102.816
0.047921027,165.81,80.21,103.685
0.04924709,163.31,80.21,103.685
0.055763648,167.63,80.21,103.685
0.073093913,180.73,80.21,103.685
0.1103342,212.32,80.21,103.685
0.143531453,248.74,80.21,103.685
0.136487145,267.52,80.21,103.685
0.122504028,273.83,80.21,103.685
0.109156532,254.25,80.21,103.685
0.097968386,212.9,80.21,103.685
0.090040011,192.45,80.21,103.685
0.082318515,188.72,80.21,103.685
0.077285978,195.04,80.21,103.685
0.073243443,200.05,80.21,103.685
0.074801104,196,80.21,103.685
0.080981104,200.47,80.21,103.685
0.094290395,241.25,80.21,103.685
0.10689745,266.2,80.21,103.685
0.115181447,298.95,80.21,103.685
0.110259111,301.63,80.21,103.685
0.095424367,269.03,80.21,103.685
0.069284688,250,80.21,103.685
0.051709269,231.94,80.21,103.685
0.048597856,232.45,80.21,103.685
0.05381415,207.63,80.21,104.715
0.055303288,200.14,80.21,104.715
0.062621224,198.05,80.21,104.715
0.082082691,199.97,80.21,104.715
0.12390263,204.46,80.21,104.715
0.161182339,254,80.21,104.715
0.153271752,272.33,80.21,104.715
0.137569052,282.11,80.21,104.715
0.122580137,252.78,80.21,104.715
0.110016121,216.35,80.21,104.715
0.101112748,212.54,80.21,104.715
0.092441696,202.24,80.21,104.715
0.086790278,195.19,80.21,104.715
0.082250609,193.64,80.21,104.715
0.083999825,191.99,80.21,104.715
0.090939815,194.53,80.21,104.715
0.105885826,212.8,80.21,104.715
0.120043243,244.94,80.21,104.715
0.129345971,271.07,80.21,104.715
0.123818307,272.31,80.21,104.715
0.107159249,265.46,80.21,104.715
0.077805024,253.68,80.21,104.715
0.058068255,234.36,80.21,104.715
0.054574213,214.9,80.21,104.715
0.047921027,198.45,80.21,97.33
0.04924709,194.28,80.21,97.33
0.055763648,190.49,80.21,97.33
0.073093913,191.86,80.21,97.33
0.1103342,196.86,80.21,97.33
0.143531453,205.33,80.21,97.33
0.136487145,220.78,80.21,97.33
0.122504028,209.88,80.21,97.33
0.109156532,189.92,80.21,97.33
0.097968386,190.62,80.21,97.33
0.090040011,186.55,80.21,97.33
0.082318515,160.03,80.21,97.33
0.077285978,167.65,80.21,97.33
0.073243443,157.38,80.21,97.33
0.074801104,151.11,80.21,97.33
0.080981104,155.01,80.21,97.33
0.094290395,179.32,80.21,97.33
0.10689745,196.21,80.21,97.33
0.115181447,228.35,80.21,97.33
0.110259111,235.99,80.21,97.33
0.095424367,208.84,80.21,97.33
0.069284688,205.09,80.21,97.33
0.051709269,196.24,80.21,97.33
0.048597856,191.16,80.21,97.33
0.05381415,183.37,80.21,97.33
0.055303288,178,80.21,97.33
0.062621224,174.21,80.21,97.33
0.082082691,171.81,80.21,97.33
0.12390263,179.54,80.21,97.33
0.161182339,188.98,80.21,97.33
0.153271752,191.12,80.21,97.33
0.137569052,189.6,80.21,97.33
0.122580137,172.62,80.21,97.33
0.110016121,146.58,80.21,97.33
0.101112748,121.99,80.21,97.33
0.092441696,82.36,80.21,97.33
0.086790278,52.9,80.21,97.33
0.082250609,33.78,80.21,97.33
0.083999825,40.32,80.21,97.33
0.090939815,65.84,80.21,97.33
0.105885826,107.71,80.21,97.33
0.120043243,171.19,80.21,97.33
0.129345971,195.08,80.21,97.33
0.123818307,205.81,80.21,97.33
0.107159249,194.47,80.21,97.33
0.077805024,175.84,80.21,97.33
0.058068255,166.88,80.21,97.33
0.054574213,160.22,80.21,97.33
0.088498307,139.97,80.21,97.33
0.091345201,121.76,80.21,97.33
0.096628579,123.38,80.21,97.33
0.112402983,133.96,80.21,97.33
0.152788276,139.96,80.21,97.33
0.204269134,146.1,80.21,97.33
0.22571569,144.01,80.21,97.33
0.211890392,133.55,80.21,97.33
0.190061536,100,80.21,97.33
0.172870827,75.92,80.21,97.33
0.158227058,41.29,80.21,97.33
0.147853378,20.73,80.21,97.33
0.142336437,0.07,80.21,97.33
0.140784323,0,80.21,97.33
0.142700227,0.08,80.21,97.33
0.148697851,15,80.21,97.33
0.161508949,66.2,80.21,97.33
0.175396024,158.02,80.21,97.33
0.18396964,182.55,80.21,97.33
0.176177345,191.54,80.21,97.33
0.159670339,187.88,80.21,97.33
0.128149019,171.46,80.21,97.33
0.091934931,158.07,80.21,97.33
0.086668575,95.9,80.21,97.33
0.080533779,81,80.21,97.33
0.083124463,84,80.21,97.33
0.087932356,81,80.21,97.33
0.10228712,85.25,80.21,97.33
0.139037883,92.31,80.21,97.33
0.18588565,95.23,80.21,97.33
0.205402093,105,80.21,97.33
0.192821022,108.65,80.21,97.33
0.172956684,101.18,80.21,97.33
0.157313077,95.51,80.21,97.33
0.143987195,82.92,80.21,97.33
0.134547108,75.98,80.21,97.33
0.129526672,61.17,80.21,97.33
0.128114243,45,80.21,97.33
0.129857722,60.58,80.21,97.33
0.135315582,82.92,80.21,97.33
0.146973727,121.25,80.21,97.33
0.159611016,189.84,80.21,97.33
0.167413037,240.3,80.21,97.33
0.16032202,250.73,80.21,97.33
0.145300586,226.6,80.21,97.33
0.11661607,221.23,80.21,97.33
0.08366112,202,80.21,97.33
0.078868716,205,80.21,97.33
0.05381415,192.98,80.21,98.46
0.055303288,191.14,80.21,98.46
0.062621224,190.95,80.21,98.46
0.082082691,190,80.21,98.46
0.12390263,200.61,80.21,98.46
0.161182339,251.27,80.21,98.46
0.153271752,291.43,80.21,98.46
0.137569052,295.43,80.21,98.46
0.122580137,255.71,80.21,98.46
0.110016121,232.54,80.21,98.46
0.101112748,207.71,80.21,98.46
0.092441696,193.56,80.21,98.46
0.086790278,187.06,80.21,98.46
0.082250609,176.57,80.21,98.46
0.083999825,176.11,80.21,98.46
0.090939815,168.94,80.21,98.46
0.105885826,193.33,80.21,98.46
0.120043243,224.93,80.21,98.46
0.129345971,239.03,80.21,98.46
0.123818307,240.01,80.21,98.46
0.107159249,223.6,80.21,98.46
0.077805024,200,80.21,98.46
0.058068255,184.2,80.21,98.46
0.054574213,191,80.21,98.46
0.042527693,189.55,80.21,93.519
0.043704513,183.1,80.21,93.519
0.049487656,183.28,80.21,93.519
0.064867464,183.38,80.21,93.519
0.097916495,197.96,80.21,93.519
0.12737752,227.24,80.21,93.519
0.121126022,249.92,80.21,93.519
0.108716654,249.9,80.21,93.519
0.096871369,209.96,80.21,93.519
0.086942407,193.5,80.21,93.519
0.079906342,188.91,80.21,93.519
0.073053872,175.87,80.21,93.519
0.068587727,168.37,80.21,93.519
0.065000165,158.9,80.21,93.519
0.066382517,171.95,80.21,93.519
0.071866981,175.85,80.21,93.519
0.083678361,196.15,80.21,93.519
0.094866538,222.95,80.21,93.519
0.102218202,249,80.21,93.519
0.097849857,250,80.21,93.519
0.084684708,239.18,80.21,93.519
0.061486953,220.1,80.21,93.519
0.045889583,201.97,80.21,93.519
0.043128347,188.55,80.21,93.519
0.042527693,179.92,80.21,96.083
0.043704513,181.08,80.21,96.083
0.049487656,178.92,80.21,96.083
0.064867464,180.5,80.21,96.083
0.097916495,199.92,80.21,96.083
0.12737752,229.76,80.21,96.083
0.121126022,256.02,80.21,96.083
0.108716654,256.25,80.21,96.083
0.096871369,232.26,80.21,96.083
0.086942407,207.93,80.21,96.083
0.079906342,197.01,80.21,96.083
0.073053872,185.06,80.21,96.083
0.068587727,176.25,80.21,96.083
0.065000165,167.93,80.21,96.083
0.066382517,168.05,80.21,96.083
0.071866981,173.4,80.21,96.083
0.083678361,185.34,80.21,96.083
0.094866538,204.96,80.21,96.083
0.102218202,220.62,80.21,96.083
0.097849857,223.61,80.21,96.083
0.084684708,220.44,80.21,96.083
0.061486953,199.71,80.21,96.083
0.045889583,174.62,80.21,96.083
0.043128347,191.07,80.21,96.083
0.038063422,183.93,80.21,97.471
0.038038531,187.01,80.21,97.471
0.043496408,179.41,80.21,97.471
0.056452637,176.09,80.21,97.471
0.076193698,189.58,80.21,97.471
0.096769204,218.07,80.21,97.471
0.091869439,239.95,80.21,97.471
0.082152819,244.1,80.21,97.471
0.076217358,221.05,80.21,97.471
0.06900021,196.56,80.21,97.471
0.064092062,156.71,85.6,97.471
0.056243011,122.43,87.4,97.471
0.05282644,98.52,87.4,97.471
0.049671722,86.77,87.4,97.471
0.048907279,86.77,87.4,97.471
0.052265349,102.34,87.4,97.471
0.061317764,137,87.4,97.471
0.068373098,180.26,87.4,97.471
0.0760516,209.61,87.4,97.471
0.074334865,209.97,87.4,97.471
0.065175444,185,87.4,97.471
0.05155637,190.17,87.4,97.471
0.04301072,147.32,87.4,97.471
0.03982191,130.46,87.4,97.471
0.05381415,116.44,87.4,95.486
0.055303288,108.65,87.4,95.486
0.062621224,119.04,87.4,95.486
0.082082691,119.4,87.4,95.486
0.12390263,122.32,87.4,95.486
0.161182339,128.32,87.4,95.486
0.153271752,143.64,87.4,95.486
0.137569052,141.5,87.4,95.486
0.122580137,82.69,87.4,95.486
0.110016121,55.43,87.4,95.486
0.101112748,15.92,87.4,95.486
0.092441696,2.43,87.4,95.486
0.086790278,0.01,87.4,95.486
0.082250609,0.08,87.4,95.486
0.083999825,5.07,87.4,95.486
0.090939815,20.45,87.4,95.486
0.105885826,94.85,87.4,95.486
0.120043243,138.87,87.4,95.486
0.129345971,168.19,87.4,95.486
0.123818307,171.36,87.4,95.486
0.107159249,138.05,87.4,95.486
0.077805024,118.23,87.4,95.486
0.058068255,97.95,87.4,95.486
0.054574213,100.58,87.4,95.486
0.060164049,93.14,87.4,95.486
0.0618289,91.92,87.4,95.486
0.070010329,87.88,87.4,95.486
0.091768188,84.06,87.4,95.486
0.138522747,87.84,87.4,95.486
0.180201344,87.81,87.4,95.486
0.171357333,95.1,87.4,95.486
0.153801763,96.51,87.4,95.486
0.137044205,81.88,87.4,95.486
0.122997674,74.9,87.4,95.486
0.113043732,73.03,87.4,95.486
0.103349523,54.86,87.4,95.486
0.097031255,34.51,87.4,95.486
0.09195592,34.2,87.4,95.486
0.093911538,44.09,87.4,95.486
0.101670424,72.81,87.4,95.486
0.118380018,111.73,87.4,95.486
0.134207964,165.01,87.4,95.486
0.144608385,198.65,87.4,95.486
0.138428474,224.95,87.4,95.486
0.119803701,216.66,87.4,95.486
0.08698577,205.73,87.4,95.486
0.064920125,186.99,87.4,95.486
0.061013797,184.96,87.4,95.486
0.047921027,183.78,87.4,96.422
0.04924709,185.63,87.4,96.422
0.055763648,186.1,87.4,96.422
0.073093913,188.12,87.4,96.422
0.1103342,200.06,87.4,96.422
0.143531453,237.23,87.4,96.422
0.136487145,261.87,87.4,96.422
0.122504028,272.47,87.4,96.422
0.109156532,249.06,87.4,96.422
0.097968386,232.59,87.4,96.422
0.090040011,227.97,87.4,96.422
0.082318515,211,87.4,96.422
0.077285978,200,87.4,96.422
0.073243443,194.9,87.4,96.422
0.074801104,191.99,87.4,96.422
0.080981104,189.5,87.4,96.422
0.094290395,209.25,87.4,96.422
0.10689745,252.71,87.4,96.422
0.115181447,273.88,87.4,96.422
0.110259111,275.71,87.4,96.422
0.095424367,264.93,87.4,96.422
0.069284688,254,87.4,96.422
0.051709269,235.44,87.4,96.422
0.048597856,212.54,87.4,96.422
0.05381415,205.01,87.4,96.892
0.055303288,204.59,87.4,96.892
0.062621224,201.07,87.4,96.892
0.082082691,204.16,87.4,96.892
0.12390263,232.95,87.4,96.892
0.161182339,266.52,87.4,96.892
0.153271752,290,87.4,96.892
0.137569052,290,87.4,96.892
0.122580137,260.48,87.4,96.892
0.110016121,235.88,87.4,96.892
0.101112748,224.28,87.4,96.892
0.092441696,219.41,87.4,96.892
0.086790278,210.49,87.4,96.892
0.082250609,214.19,87.4,96.892
0.083999825,215.42,87.4,96.892
0.090939815,211.03,87.4,96.892
0.105885826,239.93,87.4,96.892
0.120043243,260.63,87.4,96.892
0.129345971,281,87.4,96.892
0.123818307,286.76,87.4,96.892
0.107159249,270.01,87.4,96.892
0.077805024,255,87.4,96.892
0.058068255,231.91,87.4,96.892
0.054574213,206.72,87.4,96.892
0.05381415,198.01,87.4,94.689
0.055303288,196.36,87.4,94.689
0.062621224,194.53,87.4,94.689
0.082082691,197.51,87.4,94.689
0.12390263,209.94,87.4,94.689
0.161182339,244.2,87.4,94.689
0.153271752,271.01,87.4,94.689
0.137569052,265.98,87.4,94.689
0.122580137,252.74,87.4,94.689
0.110016121,225.22,87.4,94.689
0.101112748,214.12,87.4,94.689
0.092441696,207.66,87.4,94.689
0.086790278,200.62,87.4,94.689
0.082250609,193.22,87.4,94.689
0.083999825,190.96,87.4,94.689
0.090939815,191.35,87.4,94.689
0.105885826,206.49,87.4,94.689
0.120043243,239.31,87.4,94.689
0.129345971,267.9,87.4,94.689
0.123818307,266.33,87.4,94.689
0.107159249,254.94,87.4,94.689
0.077805024,235.33,87.4,94.689
0.058068255,202.57,87.4,94.689
0.054574213,214.63,87.4,94.689
0.042527693,201.94,87.4,108.398
0.043704513,198,87.4,108.398
0.049487656,201.37,87.4,108.398
0.064867464,201.5,87.4,108.398
0.097916495,218.35,87.4,108.398
0.12737752,255,87.4,108.398
0.121126022,283.37,87.4,108.398
0.108716654,279.29,87.4,108.398
0.096871369,251.26,87.4,108.398
0.086942407,224.93,87.4,108.398
0.079906342,213.56,87.4,108.398
0.073053872,208,87.4,108.398
0.068587727,200.09,87.4,108.398
0.065000165,197.05,87.4,108.398
0.066382517,196.3,87.4,108.398
0.071866981,197.13,87.4,108.398
0.083678361,217.63,87.4,108.398
0.094866538,255,87.4,108.398
0.102218202,279.09,87.4,108.398
0.097849857,284.91,87.4,108.398
0.084684708,268.91,87.4,108.398
0.061486953,253.56,87.4,108.398
0.045889583,222.78,87.4,108.398
0.043128347,206.05,87.4,108.398
0.038063422,203.15,87.4,101.985
0.038038531,202.52,87.4,101.985
0.043496408,203.23,87.4,101.985
0.056452637,205.09,87.4,101.985
0.076193698,213.86,87.4,101.985
0.096769204,255.77,87.4,101.985
0.091869439,280.06,87.4,101.985
0.082152819,291.22,87.4,101.985
0.076217358,256.34,87.4,101.985
0.06900021,230.33,87.4,101.985
0.064092062,217.4,84,101.985
0.056243011,208.37,82.86,101.985
0.05282644,197.25,82.86,101.985
0.049671722,195.24,82.86,101.985
0.048907279,195.04,82.86,101.985
0.052265349,206,82.86,101.985
0.061317764,216.3,82.86,101.985
0.068373098,246.98,82.86,101.985
0.0760516,262.08,82.86,101.985
0.074334865,265.87,82.86,101.985
0.065175444,254.97,82.86,101.985
0.05155637,241.56,82.86,101.985
0.04301072,217.91,82.86,101.985
0.03982191,204.78,82.86,101.985
0.037660445,189.1,82.86,100.434
0.038702579,189.91,82.86,100.434
0.043823848,187.47,82.86,100.434
0.057443453,189.96,82.86,100.434
0.086710059,194.81,82.86,100.434
0.112799301,201,82.86,100.434
0.107263281,206.59,82.86,100.434
0.096274151,210.01,82.86,100.434
0.085784546,205.85,82.86,100.434
0.076991943,195.95,82.86,100.434
0.070761148,186.58,82.86,100.434
0.064692935,180.04,82.86,100.434
0.060737936,172.94,82.86,100.434
0.057560967,166.35,82.86,100.434
0.05878511,159.69,82.86,100.434
0.063641883,166.65,82.86,100.434
0.074101463,192.02,82.86,100.434
0.084009166,226.09,82.86,100.434
0.09051944,246.97,82.86,100.434
0.086651047,252.64,82.86,100.434
0.074992635,247.11,82.86,100.434
0.054449838,239.09,82.86,100.434
0.04063757,219,82.86,100.434
0.038192355,206,82.86,100.434
0.037660445,199.7,82.86,100.434
0.038702579,197.56,82.86,100.434
0.043823848,192.2,82.86,100.434
0.057443453,197.43,82.86,100.434
0.086710059,201.32,82.86,100.434
0.112799301,195,82.86,100.434
0.107263281,194.95,82.86,100.434
0.096274151,186.94,82.86,100.434
0.085784546,182.04,82.86,100.434
0.076991943,177.31,82.86,100.434
0.070761148,176.5,82.86,100.434
0.064692935,174.92,82.86,100.434
0.060737936,150.74,82.86,100.434
0.057560967,140.4,82.86,100.434
0.05878511,138.9,82.86,100.434
0.063641883,155.9,82.86,100.434
0.074101463,187.04,82.86,100.434
0.084009166,215.85,82.86,100.434
0.09051944,249.43,82.86,100.434
0.086651047,254.94,82.86,100.434
0.074992635,243.03,82.86,100.434
0.054449838,239.72,82.86,100.434
0.04063757,215.97,82.86,100.434
0.038192355,206.46,82.86,100.434
0.037660445,199.87,82.86,100.434
0.038702579,194.69,82.86,100.434
0.043823848,193.76,82.86,100.434
0.057443453,196.34,82.86,100.434
0.086710059,209.96,82.86,100.434
0.112799301,248.88,82.86,100.434
0.107263281,270,82.86,100.434
0.096274151,264.57,82.86,100.434
0.085784546,238.98,82.86,100.434
0.076991943,194.27,82.86,100.434
0.070761148,189.97,82.86,100.434
0.064692935,190.68,82.86,100.434
0.060737936,190.45,82.86,100.434
0.057560967,187.65,82.86,100.434
0.05878511,185.05,82.86,100.434
0.063641883,188.2,82.86,100.434
0.074101463,218.72,82.86,100.434
0.084009166,244.11,82.86,100.434
0.09051944,263.97,82.86,100.434
0.086651047,265.41,82.86,100.434
0.074992635,253.52,82.86,100.434
0.054449838,241.11,82.86,100.434
0.04063757,219.92,82.86,100.434
0.038192355,184.5,82.86,100.434
0.042527693,182.09,82.86,100.813
0.043704513,184.08,82.86,100.813
0.049487656,185.12,82.86,100.813
0.064867464,187.04,82.86,100.813
0.097916495,191.19,82.86,100.813
0.12737752,236.26,82.86,100.813
0.121126022,255.96,82.86,100.813
0.108716654,255.96,82.86,100.813
0.096871369,232.7,82.86,100.813
0.086942407,206.07,82.86,100.813
0.079906342,200.24,82.86,100.813
0.073053872,195.79,82.86,100.813
0.068587727,197.29,82.86,100.813
0.065000165,194.89,82.86,100.813
0.066382517,195.54,82.86,100.813
0.071866981,197.99,82.86,100.813
0.083678361,218.99,82.86,100.813
0.094866538,249.96,82.86,100.813
0.102218202,269.94,82.86,100.813
0.097849857,270.23,82.86,100.813
0.084684708,261.77,82.86,100.813
0.061486953,253.21,82.86,100.813
0.045889583,228.94,82.86,100.813
0.043128347,206,82.86,100.813
0.042527693,200,82.86,98.744
0.043704513,200.34,82.86,98.744
0.049487656,201.12,82.86,98.744
0.064867464,201.14,82.86,98.744
0.097916495,224.32,82.86,98.744
0.12737752,256.58,82.86,98.744
0.121126022,296.9,82.86,98.744
0.108716654,280.1,82.86,98.744
0.096871369,255.09,82.86,98.744
0.086942407,226.01,82.86,98.744
0.079906342,209.41,82.86,98.744
0.073053872,204.64,82.86,98.744
0.068587727,202.15,82.86,98.744
0.065000165,199.51,82.86,98.744
0.066382517,200.6,82.86,98.744
0.071866981,206.24,82.86,98.744
0.083678361,231.16,82.86,98.744
0.094866538,249.98,82.86,98.744
0.102218202,275.44,82.86,98.744
0.097849857,281.49,82.86,98.744
0.084684708,263.37,82.86,98.744
0.061486953,246.9,82.86,98.744
0.045889583,232.47,82.86,98.744
0.043128347,225.2,82.86,98.744
0.042527693,208.44,82.86,103.21
0.043704513,208.12,82.86,103.21
0.049487656,205.09,82.86,103.21
0.064867464,204.9,82.86,103.21
0.097916495,220.77,82.86,103.21
0.12737752,254.96,82.86,103.21
0.121126022,275.06,82.86,103.21
0.108716654,268.02,82.86,103.21
0.096871369,252.96,82.86,103.21
0.086942407,235.03,82.86,103.21
0.079906342,232.09,82.86,103.21
0.073053872,224.5,82.86,103.21
0.068587727,215.04,82.86,103.21
0.065000165,210.9,82.86,103.21
0.066382517,210,82.86,103.21
0.071866981,210.35,82.86,103.21
0.083678361,229,82.86,103.21
0.094866538,247.28,82.86,103.21
0.102218202,263,82.86,103.21
0.097849857,276.61,82.86,103.21
0.084684708,259.96,82.86,103.21
0.061486953,251.84,82.86,103.21
0.045889583,238.52,82.86,103.21
0.043128347,220.69,82.86,103.21
0.047921027,213.74,82.86,101.49
0.04924709,207.56,82.86,101.49
0.055763648,204.02,82.86,101.49
0.073093913,206.57,82.86,101.49
0.1103342,219.07,82.86,101.49
0.143531453,255.91,82.86,101.49
0.136487145,274.92,82.86,101.49
0.122504028,262.97,82.86,101.49
0.109156532,236.8,82.86,101.49
0.097968386,220,82.86,101.49
0.090040011,208.13,88.79,101.49
0.082318515,207.4,90.77,101.49
0.077285978,191.81,90.77,101.49
0.073243443,190.01,90.77,101.49
0.074801104,187.01,90.77,101.49
0.080981104,192.7,90.77,101.49
0.094290395,211.59,90.77,101.49
0.10689745,239.09,90.77,101.49
0.115181447,256.79,90.77,101.49
0.110259111,262.69,90.77,101.49
0.095424367,255.91,90.77,101.49
0.069284688,247.78,90.77,101.49
0.051709269,235.46,90.77,101.49
0.048597856,225.12,90.77,101.49
0.042527693,216.94,90.77,93.875
0.043704513,207.36,90.77,93.875
0.049487656,200.01,90.77,93.875
0.064867464,199.5,90.77,93.875
0.097916495,200.1,90.77,93.875
0.12737752,201.78,90.77,93.875
0.121126022,216.28,90.77,93.875
0.108716654,217.04,90.77,93.875
0.096871369,208.57,90.77,93.875
0.086942407,194.17,90.77,93.875
0.079906342,190.67,90.77,93.875
0.073053872,186.55,90.77,93.875
0.068587727,174.37,90.77,93.875
0.065000165,166.7,90.77,93.875
0.066382517,159.17,90.77,93.875
0.071866981,168.22,90.77,93.875
0.083678361,185.3,90.77,93.875
0.094866538,201.62,90.77,93.875
0.102218202,222.74,90.77,93.875
0.097849857,231.57,90.77,93.875
0.084684708,229,90.77,93.875
0.061486953,223.12,90.77,93.875
0.045889583,208.38,90.77,93.875
0.043128347,208.1,90.77,93.875
0.042527693,193.3,90.77,93.875
0.043704513,191.92,90.77,93.875
0.049487656,186.01,90.77,93.875
0.064867464,182.98,90.77,93.875
0.097916495,186.06,90.77,93.875
0.12737752,184.97,90.77,93.875
0.121126022,185.93,90.77,93.875
0.108716654,183.62,90.77,93.875
0.096871369,163.45,90.77,93.875
0.086942407,140.33,90.77,93.875
0.079906342,123.17,90.77,93.875
0.073053872,114.65,90.77,93.875
0.068587727,86.18,90.77,93.875
0.065000165,78.5,90.77,93.875
0.066382517,93.26,90.77,93.875
0.071866981,113.6,90.77,93.875
0.083678361,155.8,90.77,93.875
0.094866538,196.04,90.77,93.875
0.102218202,234.6,90.77,93.875
0.097849857,238.99,90.77,93.875
0.084684708,238.35,90.77,93.875
0.061486953,225.91,90.77,93.875
0.045889583,217.9,90.77,93.875
0.043128347,209.08,90.77,93.875
0.037660445,199.21,90.77,94.918
0.038702579,196.07,90.77,94.918
0.043823848,191.11,90.77,94.918
0.057443453,193.68,90.77,94.918
0.086710059,210.72,90.77,94.918
0.112799301,240,90.77,94.918
0.107263281,256.23,90.77,94.918
0.096274151,250.04,90.77,94.918
0.085784546,219.21,90.77,94.918
0.076991943,199.95,90.77,94.918
0.070761148,194.39,90.77,94.918
0.064692935,185.51,90.77,94.918
0.060737936,183.46,90.77,94.918
0.057560967,179.55,90.77,94.918
0.05878511,183.94,90.77,94.918
0.063641883,190.63,90.77,94.918
0.074101463,220.93,90.77,94.918
0.084009166,247.97,90.77,94.918
0.09051944,280,90.77,94.918
0.086651047,280,90.77,94.918
0.074992635,250.44,90.77,94.918
0.054449838,237.08,90.77,94.918
0.04063757,204.25,90.77,94.918
0.038192355,216.41,90.77,94.918
0.038063422,205.61,90.77,88
0.038038531,184.72,90.77,88
0.043496408,169.98,90.77,88
0.056452637,167.73,90.77,88
0.076193698,187.06,90.77,88
0.096769204,224.08,90.77,88
0.091869439,237.95,90.77,88
0.082152819,232.72,90.77,88
0.076217358,210.25,90.77,88
0.06900021,185,90.77,88
0.064092062,165.46,90.77,88
0.056243011,106.9,90.77,88
0.05282644,88.44,90.77,88
0.049671722,78.65,90.77,88
0.048907279,88.49,90.77,88
0.052265349,113.58,90.77,88
0.061317764,184.43,90.77,88
0.068373098,209.78,90.77,88
0.0760516,234.92,90.77,88
0.074334865,239.95,90.77,88
0.065175444,236.96,90.77,88
0.05155637,229.09,90.77,88
